Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt_to_Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code
25000.0,2016-04-04,Home improvement,,33.48%,921xx,CA,3 years,0.0
10000.0,2016-04-04,medical,,0.5%,100xx,NY,5 years,0.0
13000.0,2016-04-04,debt_consolidation,599.0,0%,805xx,CO,< 1 year,0.0
13000.0,2016-04-04,debt_consolidation,,20.42%,212xx,MD,< 1 year,0.0
5000.0,2016-04-04,other,619.0,173.72%,759xx,TX,< 1 year,0.0
12000.0,2016-04-04,Credit card refinancing,,9.27%,432xx,OH,8 years,0.0
15000.0,2016-04-04,debt_consolidation,,14.53%,328xx,FL,< 1 year,0.0
1000.0,2016-04-04,debt_consolidation,,7.1%,731xx,OK,5 years,0.0
5000.0,2016-04-04,debt_consolidation,,4.8%,770xx,TX,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,25.96%,801xx,CO,< 1 year,0.0
4000.0,2016-04-04,other,,0.18%,342xx,FL,5 years,0.0
5000.0,2016-04-04,home_improvement,,13.47%,331xx,FL,< 1 year,0.0
5000.0,2016-04-04,credit_card,,7.88%,600xx,IL,< 1 year,0.0
35000.0,2016-04-04,credit_card,,52.2%,629xx,IL,< 1 year,0.0
1000.0,2016-04-04,moving,,0%,532xx,WI,< 1 year,0.0
10000.0,2016-04-04,home_improvement,,12.86%,381xx,TN,5 years,0.0
20000.0,2016-04-04,debt_consolidation,638.0,387.35%,657xx,MO,< 1 year,0.0
3000.0,2016-04-04,debt_consolidation,,6.25%,770xx,TX,< 1 year,0.0
15000.0,2016-04-04,home_improvement,,42.26%,551xx,MN,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,,-1%,900xx,CA,< 1 year,0.0
2000.0,2016-04-04,major_purchase,,0.31%,021xx,MA,< 1 year,0.0
3500.0,2016-04-04,major_purchase,,21.04%,840xx,UT,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,3.9%,806xx,CO,< 1 year,0.0
20000.0,2016-04-04,moving,628.0,566.27%,750xx,TX,< 1 year,0.0
25000.0,2016-04-04,debt_consolidation,,21.39%,327xx,FL,5 years,0.0
25000.0,2016-04-04,house,,25.13%,920xx,CA,5 years,0.0
12000.0,2016-04-04,debt_consolidation,,30.43%,114xx,NY,< 1 year,0.0
2000.0,2016-04-04,major_purchase,,2.13%,193xx,PA,5 years,0.0
10000.0,2016-04-04,credit_card,,58.51%,773xx,TX,5 years,0.0
35000.0,2016-04-04,credit_card,,10.49%,997xx,AK,,0.0
13500.0,2016-04-04,Debt consolidation,,31.81%,906xx,CA,5 years,0.0
6600.0,2016-04-04,car,703.0,0%,461xx,IN,< 1 year,0.0
4000.0,2016-04-04,car,,0%,641xx,MO,5 years,0.0
35000.0,2016-04-04,debt_consolidation,,23.32%,191xx,PA,5 years,0.0
15000.0,2016-04-04,credit_card,,23.73%,303xx,GA,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,15.61%,706xx,LA,< 1 year,0.0
35000.0,2016-04-04,other,,17.45%,453xx,OH,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,15.37%,104xx,NY,< 1 year,0.0
1200.0,2016-04-04,moving,,14.53%,359xx,AL,< 1 year,0.0
6000.0,2016-04-04,house,,29.15%,652xx,MO,< 1 year,0.0
17000.0,2016-04-04,other,,33.55%,300xx,GA,< 1 year,0.0
7000.0,2016-04-04,debt_consolidation,,38.36%,449xx,OH,5 years,0.0
10000.0,2016-04-04,debt_consolidation,,4.57%,103xx,NY,< 1 year,0.0
2000.0,2016-04-04,vacation,,188.95%,900xx,CA,< 1 year,0.0
20000.0,2016-04-04,home_improvement,,9.8%,189xx,PA,5 years,0.0
5000.0,2016-04-04,home_improvement,,43.32%,601xx,IL,,0.0
10000.0,2016-04-04,debt_consolidation,,22.35%,081xx,NJ,5 years,0.0
10000.0,2016-04-04,debt_consolidation,,16.19%,386xx,MS,< 1 year,0.0
8000.0,2016-04-04,credit_card,,3.64%,100xx,NY,5 years,0.0
5000.0,2016-04-04,debt_consolidation,,27.39%,325xx,FL,5 years,0.0
6000.0,2016-04-04,debt_consolidation,579.0,23.57%,974xx,OR,< 1 year,0.0
7000.0,2016-04-04,renewable_energy,,8.53%,567xx,MN,5 years,0.0
3500.0,2016-04-04,car,,7.97%,782xx,TX,,0.0
3000.0,2016-04-04,Vacation,,8.35%,611xx,IL,1 year,2.0
20000.0,2016-04-04,credit_card,,20.59%,761xx,TX,5 years,0.0
13000.0,2016-04-04,debt_consolidation,,9.26%,151xx,PA,< 1 year,0.0
3500.0,2016-04-04,major_purchase,,-1%,958xx,CA,< 1 year,0.0
35000.0,2016-04-04,car,,6.24%,120xx,NY,< 1 year,0.0
6000.0,2016-04-04,other,,0.83%,100xx,NY,,0.0
2000.0,2016-04-04,debt_consolidation,,61.54%,797xx,TX,< 1 year,0.0
15000.0,2016-04-04,home_improvement,,51.63%,201xx,VA,< 1 year,0.0
2000.0,2016-04-04,renewable_energy,563.0,37.38%,322xx,FL,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,30.89%,996xx,AK,< 1 year,0.0
10000.0,2016-04-04,other,,0%,939xx,CA,< 1 year,0.0
10000.0,2016-04-04,car,,8.66%,241xx,VA,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,47.57%,785xx,TX,< 1 year,0.0
12000.0,2016-04-04,home_improvement,,18.58%,743xx,OK,< 1 year,0.0
22000.0,2016-04-04,Debt consolidation,,4.39%,920xx,CA,1 year,0.0
2000.0,2016-04-04,debt_consolidation,,26.58%,926xx,CA,< 1 year,0.0
5000.0,2016-04-04,major_purchase,,22.68%,620xx,IL,< 1 year,0.0
3500.0,2016-04-04,debt_consolidation,,2.4%,349xx,FL,< 1 year,0.0
4000.0,2016-04-04,debt_consolidation,,13.93%,232xx,VA,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,643.0,59.29%,151xx,PA,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,83.13%,553xx,MN,5 years,0.0
2000.0,2016-04-04,vacation,,16.99%,363xx,AL,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,107.9%,685xx,NE,< 1 year,0.0
1500.0,2016-04-04,home_improvement,,4.5%,310xx,GA,5 years,0.0
26000.0,2016-04-04,credit_card,,32.7%,166xx,PA,5 years,0.0
10000.0,2016-04-04,other,647.0,13.49%,103xx,NY,< 1 year,0.0
5000.0,2016-04-04,other,,19.81%,782xx,TX,,0.0
15000.0,2016-04-04,debt_consolidation,651.0,37.98%,105xx,NY,< 1 year,0.0
36000.0,2016-04-04,home_improvement,,38.4%,761xx,TX,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,15.08%,952xx,CA,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,32%,338xx,FL,< 1 year,0.0
35000.0,2016-04-04,other,,19.94%,800xx,CO,< 1 year,0.0
10000.0,2016-04-04,home_improvement,,50.76%,403xx,KY,< 1 year,0.0
2500.0,2016-04-04,vacation,,32.23%,727xx,AR,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,18.24%,101xx,NY,< 1 year,0.0
25000.0,2016-04-04,home_improvement,,26.66%,850xx,AZ,< 1 year,0.0
2000.0,2016-04-04,other,,2%,937xx,CA,,0.0
4000.0,2016-04-04,vacation,,13%,781xx,TX,< 1 year,0.0
14000.0,2016-04-04,debt_consolidation,,25.1%,131xx,NY,< 1 year,0.0
35000.0,2016-04-04,home_improvement,,7.74%,799xx,TX,< 1 year,0.0
40000.0,2016-04-04,home_improvement,,-1%,853xx,AZ,< 1 year,0.0
2000.0,2016-04-04,Major purchase,,33.13%,197xx,DE,,0.0
20000.0,2016-04-04,moving,,9.03%,479xx,IN,5 years,0.0
28000.0,2016-04-04,house,,0.4%,751xx,TX,5 years,0.0
1000.0,2016-04-04,other,,12.3%,400xx,KY,5 years,0.0
5000.0,2016-04-04,medical,,3.17%,750xx,TX,< 1 year,0.0
10000.0,2016-04-04,Moving and relocation,,5.79%,853xx,AZ,8 years,0.0
11000.0,2016-04-04,car,,4.94%,921xx,CA,< 1 year,0.0
10000.0,2016-04-04,other,,24.93%,161xx,PA,< 1 year,0.0
6000.0,2016-04-04,other,,18.42%,452xx,OH,,0.0
6000.0,2016-04-04,credit_card,,46.41%,921xx,CA,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,16.77%,445xx,OH,< 1 year,0.0
25000.0,2016-04-04,credit_card,,7.74%,296xx,SC,5 years,0.0
22000.0,2016-04-04,debt_consolidation,,40.6%,880xx,NM,< 1 year,0.0
40000.0,2016-04-04,credit_card,,28.72%,080xx,NJ,< 1 year,0.0
3000.0,2016-04-04,home_improvement,,0.87%,112xx,NY,5 years,0.0
3000.0,2016-04-04,vacation,,15.02%,900xx,CA,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,712.0,51.36%,371xx,TN,< 1 year,0.0
6500.0,2016-04-04,debt_consolidation,,13.48%,146xx,NY,5 years,0.0
40000.0,2016-04-04,debt_consolidation,,19.06%,233xx,VA,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,40.89%,300xx,GA,< 1 year,0.0
3000.0,2016-04-04,medical,,41.9%,826xx,WY,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,28.42%,913xx,CA,< 1 year,0.0
5000.0,2016-04-04,other,,50.37%,760xx,TX,< 1 year,0.0
3000.0,2016-04-04,other,,1.3%,890xx,NV,< 1 year,0.0
15000.0,2016-04-04,credit_card,,0.62%,865xx,AZ,5 years,0.0
3000.0,2016-04-04,other,,28.24%,770xx,TX,5 years,0.0
5000.0,2016-04-04,credit_card,,14.45%,015xx,MA,< 1 year,0.0
1000.0,2016-04-04,medical,,13.58%,454xx,OH,< 1 year,0.0
1000.0,2016-04-04,debt_consolidation,602.0,32.42%,973xx,OR,< 1 year,0.0
9000.0,2016-04-04,other,,50.16%,782xx,TX,< 1 year,0.0
7000.0,2016-04-04,major_purchase,,22.64%,985xx,WA,< 1 year,0.0
1500.0,2016-04-04,other,,-1%,297xx,SC,5 years,0.0
2500.0,2016-04-04,other,,5.87%,070xx,NJ,5 years,0.0
3800.0,2016-04-04,home_improvement,,32.37%,403xx,KY,,0.0
15000.0,2016-04-04,credit_card,,30.15%,331xx,FL,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,27.32%,112xx,NY,5 years,0.0
15000.0,2016-04-04,home_improvement,,3%,105xx,NY,< 1 year,0.0
11500.0,2016-04-04,credit_card,,16.16%,483xx,MI,5 years,0.0
30000.0,2016-04-04,debt_consolidation,,16.58%,115xx,NY,< 1 year,0.0
30000.0,2016-04-04,other,,1.6%,914xx,CA,< 1 year,0.0
12000.0,2016-04-04,credit_card,,31.04%,446xx,OH,5 years,0.0
1000.0,2016-04-04,other,,4%,283xx,NC,< 1 year,0.0
15000.0,2016-04-04,car,,0.84%,088xx,NJ,5 years,0.0
13000.0,2016-04-04,debt_consolidation,,32.46%,630xx,MO,< 1 year,0.0
8500.0,2016-04-04,credit_card,733.0,32.02%,312xx,GA,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,3.87%,550xx,MN,< 1 year,0.0
25000.0,2016-04-04,Business Loan,,-1%,741xx,OK,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,23.76%,770xx,TX,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,,10.41%,112xx,NY,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,793.0,11.92%,913xx,CA,10+ years,0.0
10000.0,2016-04-04,credit_card,680.0,52.24%,802xx,CO,< 1 year,0.0
10000.0,2016-04-04,credit_card,,4.31%,322xx,FL,< 1 year,0.0
8000.0,2016-04-04,credit_card,,52.13%,282xx,NC,< 1 year,0.0
7000.0,2016-04-04,debt_consolidation,,24.09%,917xx,CA,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,623.0,33.83%,274xx,NC,< 1 year,0.0
20000.0,2016-04-04,Debt consolidation,,33.11%,484xx,MI,,0.0
12000.0,2016-04-04,debt_consolidation,,47.25%,787xx,TX,5 years,0.0
1500.0,2016-04-04,debt_consolidation,,-1%,700xx,LA,5 years,0.0
10000.0,2016-04-04,credit_card,,0%,114xx,NY,< 1 year,0.0
10075.0,2016-04-04,Debt consolidation,,38.45%,763xx,TX,3 years,0.0
5000.0,2016-04-04,other,,10.02%,282xx,NC,< 1 year,0.0
2000.0,2016-04-04,debt_consolidation,,18.33%,881xx,NM,5 years,0.0
15000.0,2016-04-04,debt_consolidation,,20.93%,395xx,MS,< 1 year,0.0
5000.0,2016-04-04,car,,22.03%,117xx,NY,< 1 year,0.0
30000.0,2016-04-04,debt_consolidation,,17.38%,335xx,FL,< 1 year,0.0
8000.0,2016-04-04,debt_consolidation,,23.34%,773xx,TX,< 1 year,0.0
1000.0,2016-04-04,debt_consolidation,,21.61%,612xx,IL,< 1 year,0.0
2500.0,2016-04-04,debt_consolidation,,19.73%,181xx,PA,< 1 year,0.0
2000.0,2016-04-04,major_purchase,,17.6%,750xx,TX,< 1 year,0.0
9500.0,2016-04-04,debt_consolidation,,23.37%,405xx,KY,< 1 year,0.0
6800.0,2016-04-04,house,,24.5%,344xx,FL,5 years,0.0
4000.0,2016-04-04,house,,64%,450xx,OH,< 1 year,0.0
2000.0,2016-04-04,home_improvement,,-1%,941xx,CA,5 years,0.0
25000.0,2016-04-04,debt_consolidation,,34.69%,618xx,IL,< 1 year,0.0
2000.0,2016-04-04,debt_consolidation,611.0,15.26%,936xx,CA,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,27.86%,407xx,KY,5 years,0.0
5000.0,2016-04-04,medical,,15.26%,752xx,TX,2 years,0.0
10000.0,2016-04-04,home_improvement,655.0,6.3%,201xx,VA,< 1 year,0.0
9000.0,2016-04-04,debt_consolidation,,15.23%,832xx,ID,< 1 year,0.0
9000.0,2016-04-04,debt_consolidation,,32.84%,261xx,WV,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,,33.38%,018xx,MA,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,19.24%,210xx,MD,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,25.51%,917xx,CA,< 1 year,0.0
4500.0,2016-04-04,debt_consolidation,,21.8%,553xx,MN,< 1 year,0.0
30000.0,2016-04-04,debt_consolidation,741.0,81.71%,454xx,OH,< 1 year,0.0
3500.0,2016-04-04,credit_card,,2.18%,762xx,TX,< 1 year,0.0
3000.0,2016-04-04,other,,16.77%,946xx,CA,5 years,0.0
5000.0,2016-04-04,debt_consolidation,,10.91%,246xx,VA,< 1 year,0.0
4000.0,2016-04-04,credit_card,,7.08%,114xx,NY,< 1 year,0.0
10000.0,2016-04-04,credit_card,,9.65%,946xx,CA,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,27.22%,770xx,TX,< 1 year,0.0
3000.0,2016-04-04,other,,11.33%,336xx,FL,< 1 year,0.0
10000.0,2016-04-04,credit_card,,43.23%,030xx,NH,< 1 year,0.0
2500.0,2016-04-04,debt_consolidation,,5.27%,249xx,WV,< 1 year,0.0
8000.0,2016-04-04,debt_consolidation,,19.1%,761xx,TX,5 years,0.0
10000.0,2016-04-04,car,,26.7%,907xx,CA,< 1 year,0.0
20000.0,2016-04-04,house,,2.96%,403xx,KY,5 years,0.0
2500.0,2016-04-04,credit_card,,24.61%,786xx,TX,< 1 year,0.0
1000.0,2016-04-04,other,,7.92%,995xx,AK,5 years,0.0
7000.0,2016-04-04,medical,,34.43%,731xx,OK,< 1 year,0.0
8000.0,2016-04-04,debt_consolidation,,28.57%,495xx,MI,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,5.65%,018xx,MA,< 1 year,0.0
2000.0,2016-04-04,other,,5.64%,800xx,CO,< 1 year,0.0
10000.0,2016-04-04,major_purchase,,11%,430xx,OH,< 1 year,0.0
20000.0,2016-04-04,credit_card,,20.28%,275xx,NC,5 years,0.0
4000.0,2016-04-04,moving,,4.96%,787xx,TX,5 years,0.0
1500.0,2016-04-04,credit_card,,5.76%,479xx,IN,5 years,0.0
5000.0,2016-04-04,debt_consolidation,,19.82%,481xx,MI,5 years,0.0
15000.0,2016-04-04,debt_consolidation,,11.9%,891xx,NV,< 1 year,0.0
12000.0,2016-04-04,debt_consolidation,,34.8%,797xx,TX,5 years,0.0
2000.0,2016-04-04,car,,9.9%,677xx,KS,< 1 year,0.0
33500.0,2016-04-04,debt_consolidation,,32.85%,664xx,KS,5 years,0.0
20000.0,2016-04-04,debt_consolidation,,60.34%,331xx,FL,5 years,0.0
2000.0,2016-04-04,major_purchase,,2.76%,917xx,CA,< 1 year,0.0
30000.0,2016-04-04,car,,-1%,564xx,MN,< 1 year,0.0
2500.0,2016-04-04,other,,0%,146xx,NY,5 years,0.0
8000.0,2016-04-04,major_purchase,,20.96%,294xx,SC,,0.0
5000.0,2016-04-04,debt_consolidation,,2.57%,770xx,TX,5 years,0.0
15000.0,2016-04-04,debt_consolidation,,24.96%,070xx,NJ,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,,40.77%,376xx,TN,< 1 year,0.0
4000.0,2016-04-04,debt_consolidation,,29.04%,104xx,NY,< 1 year,0.0
8000.0,2016-04-04,debt_consolidation,,5.25%,945xx,CA,5 years,0.0
25000.0,2016-04-04,debt_consolidation,,5.29%,900xx,CA,5 years,0.0
2500.0,2016-04-04,Debt consolidation,,12.09%,144xx,NY,4 years,0.0
8000.0,2016-04-04,other,,38.79%,496xx,MI,< 1 year,0.0
4000.0,2016-04-04,Debt consolidation,,19.72%,280xx,NC,8 years,0.0
17000.0,2016-04-04,car,629.0,4.36%,481xx,MI,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,,15.57%,554xx,MN,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,33.11%,703xx,LA,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,670.0,57.95%,712xx,LA,< 1 year,0.0
3000.0,2016-04-04,credit_card,,14.82%,601xx,IL,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,22.21%,629xx,IL,< 1 year,0.0
3000.0,2016-04-04,Major purchase,,19.21%,606xx,IL,,0.0
19000.0,2016-04-04,debt_consolidation,,22.66%,284xx,NC,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,36.37%,371xx,TN,< 1 year,0.0
25000.0,2016-04-04,credit_card,,27.74%,027xx,MA,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,-1%,958xx,CA,< 1 year,0.0
7000.0,2016-04-04,debt_consolidation,,6.14%,606xx,IL,< 1 year,0.0
5000.0,2016-04-04,credit_card,,52.67%,212xx,MD,< 1 year,0.0
10000.0,2016-04-04,Debt consolidation,,38.85%,223xx,VA,8 years,0.0
2000.0,2016-04-04,credit_card,,7.73%,191xx,PA,< 1 year,0.0
25000.0,2016-04-04,debt_consolidation,,5.15%,117xx,NY,< 1 year,0.0
6000.0,2016-04-04,debt_consolidation,,64.14%,280xx,NC,5 years,0.0
15000.0,2016-04-04,major_purchase,,1.5%,605xx,IL,< 1 year,0.0
21000.0,2016-04-04,major_purchase,,24.4%,535xx,WI,,0.0
5000.0,2016-04-04,debt_consolidation,,14.4%,339xx,FL,5 years,0.0
20000.0,2016-04-04,other,,9999%,932xx,CA,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,26.14%,761xx,TX,5 years,0.0
25000.0,2016-04-04,Business Loan,,-1%,334xx,FL,< 1 year,0.0
10000.0,2016-04-04,other,,0.29%,450xx,OH,5 years,0.0
5000.0,2016-04-04,home_improvement,,-1%,104xx,NY,,0.0
3000.0,2016-04-04,medical,,6.3%,805xx,CO,< 1 year,0.0
2500.0,2016-04-04,debt_consolidation,,57.21%,119xx,NY,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,11.14%,759xx,TX,< 1 year,0.0
2000.0,2016-04-04,other,,27.21%,044xx,ME,,0.0
10000.0,2016-04-04,debt_consolidation,,8.46%,018xx,MA,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,16.47%,631xx,MO,< 1 year,0.0
20000.0,2016-04-04,credit_card,,57.46%,836xx,ID,5 years,0.0
1500.0,2016-04-04,other,,4.73%,360xx,AL,5 years,0.0
5000.0,2016-04-04,credit_card,,21.13%,209xx,MD,5 years,0.0
40000.0,2016-04-04,debt_consolidation,663.0,21.69%,913xx,CA,< 1 year,0.0
20000.0,2016-04-04,Home improvement,,21.29%,900xx,CA,10+ years,0.0
2000.0,2016-04-04,medical,568.0,1.13%,405xx,KY,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,,52.93%,380xx,TN,< 1 year,0.0
2600.0,2016-04-04,other,,19.27%,328xx,FL,5 years,0.0
3000.0,2016-04-04,car,,-1%,779xx,TX,5 years,0.0
9000.0,2016-04-04,other,,0.72%,551xx,MN,5 years,0.0
20000.0,2016-04-04,debt_consolidation,642.0,29.92%,019xx,MA,< 1 year,0.0
3500.0,2016-04-04,Car financing,,27.02%,720xx,AR,2 years,0.0
17000.0,2016-04-04,Credit card refinancing,692.0,4.23%,600xx,IL,,0.0
5000.0,2016-04-04,debt_consolidation,,4.74%,454xx,OH,< 1 year,0.0
30000.0,2016-04-04,debt_consolidation,,58.61%,494xx,MI,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,,6.23%,775xx,TX,< 1 year,0.0
5000.0,2016-04-04,medical,,1.4%,218xx,MD,< 1 year,0.0
10000.0,2016-04-04,debt_consolidation,,6.75%,030xx,NH,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,26.53%,787xx,TX,< 1 year,0.0
12800.0,2016-04-04,credit_card,,34.06%,462xx,IN,5 years,0.0
25000.0,2016-04-04,debt_consolidation,,30%,762xx,TX,< 1 year,0.0
10000.0,2016-04-04,moving,,15.49%,128xx,NY,5 years,0.0
10000.0,2016-04-04,debt_consolidation,,27.33%,957xx,CA,5 years,0.0
10000.0,2016-04-04,debt_consolidation,,1.84%,372xx,TN,5 years,0.0
10000.0,2016-04-04,credit_card,,50.75%,802xx,CO,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,639.0,-1%,066xx,CT,< 1 year,0.0
25000.0,2016-04-04,small_business,,1.54%,688xx,NE,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,41.17%,128xx,NY,< 1 year,0.0
15000.0,2016-04-04,vacation,,40.45%,328xx,FL,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,,16.21%,060xx,CT,< 1 year,0.0
15000.0,2016-04-04,credit_card,,46.42%,367xx,AL,< 1 year,0.0
25000.0,2016-04-04,debt_consolidation,660.0,13.16%,146xx,NY,< 1 year,0.0
8000.0,2016-04-04,major_purchase,,2.84%,925xx,CA,< 1 year,0.0
12000.0,2016-04-04,major_purchase,,1.88%,606xx,IL,5 years,0.0
20000.0,2016-04-04,debt_consolidation,592.0,25.07%,140xx,NY,< 1 year,0.0
3000.0,2016-04-04,debt_consolidation,,20950%,379xx,TN,< 1 year,0.0
4500.0,2016-04-04,other,,0.57%,652xx,MO,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,13.11%,330xx,FL,< 1 year,0.0
40000.0,2016-04-04,debt_consolidation,,25.2%,328xx,FL,< 1 year,0.0
15000.0,2016-04-04,debt_consolidation,617.0,15.49%,891xx,NV,< 1 year,0.0
16000.0,2016-04-04,debt_consolidation,,0%,871xx,NM,5 years,0.0
25000.0,2016-04-04,Other,,32.73%,432xx,OH,10+ years,0.0
10000.0,2016-04-04,debt_consolidation,,33.1%,295xx,SC,< 1 year,0.0
10000.0,2016-04-04,Debt consolidation,643.0,12.47%,334xx,FL,5 years,0.0
12000.0,2016-04-04,debt_consolidation,,29.52%,805xx,CO,< 1 year,0.0
10000.0,2016-04-04,credit_card,,50.34%,189xx,PA,5 years,0.0
10000.0,2016-04-04,debt_consolidation,692.0,33.85%,917xx,CA,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,,20.52%,600xx,IL,5 years,0.0
25000.0,2016-04-04,car,,9.8%,454xx,OH,< 1 year,0.0
3000.0,2016-04-04,other,609.0,5.8%,481xx,MI,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,4.14%,074xx,NJ,,0.0
25000.0,2016-04-04,debt_consolidation,,55.02%,785xx,TX,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,,17.28%,067xx,CT,< 1 year,0.0
29000.0,2016-04-04,car,,2.35%,282xx,NC,,0.0
5000.0,2016-04-04,other,,22.51%,076xx,NJ,5 years,0.0
10000.0,2016-04-04,Debt consolidation,,37.5%,146xx,NY,,0.0
2000.0,2016-04-04,debt_consolidation,,3.29%,286xx,NC,5 years,0.0
1000.0,2016-04-04,debt_consolidation,672.0,45.13%,372xx,TN,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,40.05%,657xx,MO,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,19.42%,838xx,ID,,0.0
23000.0,2016-04-04,debt_consolidation,696.0,22.74%,236xx,VA,< 1 year,0.0
5000.0,2016-04-04,car,,-1%,761xx,TX,< 1 year,0.0
2000.0,2016-04-04,other,,0%,562xx,MN,5 years,0.0
1000.0,2016-04-04,moving,,4.2%,600xx,IL,5 years,0.0
16000.0,2016-04-04,Debt consolidation,,26.63%,840xx,UT,3 years,0.0
10000.0,2016-04-04,home_improvement,,41.18%,182xx,PA,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,5.22%,198xx,DE,< 1 year,0.0
10000.0,2016-04-04,small_business,,-1%,146xx,NY,< 1 year,0.0
25000.0,2016-04-04,Business Loan,,-1%,900xx,CA,< 1 year,0.0
18000.0,2016-04-04,small_business,,-1%,147xx,NY,5 years,0.0
5800.0,2016-04-04,credit_card,,28.32%,114xx,NY,< 1 year,0.0
2500.0,2016-04-04,credit_card,,3%,895xx,NV,5 years,0.0
6000.0,2016-04-04,debt_consolidation,610.0,18.82%,207xx,MD,< 1 year,0.0
5000.0,2016-04-04,debt_consolidation,,8.56%,329xx,FL,< 1 year,0.0
3000.0,2016-04-04,other,,401.2%,913xx,CA,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,8.5%,080xx,NJ,< 1 year,0.0
12500.0,2016-04-04,debt_consolidation,,16.44%,321xx,FL,5 years,0.0
5000.0,2016-04-04,debt_consolidation,,38.79%,891xx,NV,< 1 year,0.0
26000.0,2016-04-04,Home improvement,749.0,16.27%,334xx,FL,10+ years,0.0
25000.0,2016-04-04,debt_consolidation,637.0,41%,781xx,TX,< 1 year,0.0
10000.0,2016-04-04,Debt consolidation,,36.65%,547xx,WI,4 years,0.0
25000.0,2016-04-04,debt_consolidation,,42.49%,440xx,OH,,0.0
35000.0,2016-04-04,debt_consolidation,,66.64%,960xx,CA,< 1 year,0.0
25000.0,2016-04-04,debt_consolidation,,44.1%,452xx,OH,5 years,0.0
20000.0,2016-04-04,debt_consolidation,,25.78%,788xx,TX,< 1 year,0.0
17000.0,2016-04-04,major_purchase,,1.56%,240xx,VA,< 1 year,0.0
5000.0,2016-04-04,Debt consolidation,,21.88%,441xx,OH,2 years,0.0
1000.0,2016-04-04,medical,,0%,020xx,MA,5 years,0.0
4375.0,2016-04-04,debt_consolidation,,49.21%,748xx,OK,5 years,0.0
5000.0,2016-04-04,small_business,,6.6%,975xx,OR,5 years,0.0
22000.0,2016-04-04,major_purchase,,33.8%,320xx,FL,< 1 year,0.0
4000.0,2016-04-04,Debt consolidation,,24.67%,460xx,IN,< 1 year,0.0
11000.0,2016-04-04,debt_consolidation,,18.58%,443xx,OH,< 1 year,0.0
5000.0,2016-04-04,other,,28.32%,957xx,CA,5 years,0.0
27500.0,2016-04-04,major_purchase,,-1%,995xx,AK,< 1 year,0.0
